order_item_id,order_id,product_id,quantity,created_at,modified_at
125,43,836,9,2023-01-27 16:05:15,2023-01-28 01:59:15
126,44,875,10,2023-09-14 10:40:24,2023-09-15 00:50:24
127,44,661,4,2023-09-14 10:40:24,2023-09-15 00:50:24
128,44,355,10,2023-09-14 10:40:24,2023-09-15 00:50:24
129,44,813,7,2023-09-14 10:40:24,2023-09-15 00:50:24
130,45,389,4,2023-07-10 08:14:19,2023-07-11 05:01:19
131,45,357,6,2023-07-10 08:14:19,2023-07-11 05:01:19
132,45,51,1,2023-07-10 08:14:19,2023-07-11 05:01:19
133,46,549,4,2022-04-05 20:28:19,2022-04-06 10:23:19
134,47,683,3,2023-12-28 21:23:36,2023-12-29 19:11:36
135,47,602,10,2023-12-28 21:23:36,2023-12-29 19:11:36
136,48,91,5,2023-03-17 12:14:36,2023-03-17 16:57:36
137,48,871,1,2023-03-17 12:14:36,2023-03-17 16:57:36
138,48,132,6,2023-03-17 12:14:36,2023-03-17 16:57:36
139,49,88,10,2022-02-24 15:37:34,2022-02-24 21:27:34
140,49,343,2,2022-02-24 15:37:34,2022-02-24 21:27:34
141,49,500,10,2022-02-24 15:37:34,2022-02-24 21:27:34
142,49,596,8,2022-02-24 15:37:34,2022-02-24 21:27:34
143,50,1000,8,2022-08-27 02:20:58,2022-08-27 13:46:58
144,50,14,8,2022-08-27 02:20:58,2022-08-27 13:46:58
145,50,309,5,2022-08-27 02:20:58,2022-08-27 13:46:58
146,50,268,10,2022-08-27 02:20:58,2022-08-27 13:46:58
147,51,685,3,2022-03-15 04:54:08,2022-03-15 20:24:08
148,51,951,5,2022-03-15 04:54:08,2022-03-15 20:24:08
149,51,399,5,2022-03-15 04:54:08,2022-03-15 20:24:08
150,51,702,7,2022-03-15 04:54:08,2022-03-15 20:24:08
151,51,243,9,2022-03-15 04:54:08,2022-03-15 20:24:08
152,52,280,6,2022-05-17 07:22:04,2022-05-17 22:48:04
153,52,962,9,2022-05-17 07:22:04,2022-05-17 22:48:04
154,52,67,5,2022-05-17 07:22:04,2022-05-17 22:48:04
155,52,220,8,2022-05-17 07:22:04,2022-05-17 22:48:04
156,53,77,2,2023-12-11 00:11:59,2023-12-11 21:49:59
157,54,314,9,2022-09-01 20:28:17,2022-09-02 07:17:17
158,54,883,2,2022-09-01 20:28:17,2022-09-02 07:17:17
159,54,561,9,2022-09-01 20:28:17,2022-09-02 07:17:17
160,54,303,6,2022-09-01 20:28:17,2022-09-02 07:17:17
161,54,38,8,2022-09-01 20:28:17,2022-09-02 07:17:17
162,55,205,4,2022-05-14 08:16:47,2022-05-14 20:42:47
163,55,869,3,2022-05-14 08:16:47,2022-05-14 20:42:47
164,56,594,4,2023-01-12 16:21:13,2023-01-13 15:39:13
165,56,867,6,2023-01-12 16:21:13,2023-01-13 15:39:13
166,56,826,5,2023-01-12 16:21:13,2023-01-13 15:39:13
167,56,386,1,2023-01-12 16:21:13,2023-01-13 15:39:13
168,57,492,9,2022-08-10 03:51:29,2022-08-10 16:04:29
169,57,587,2,2022-08-10 03:51:29,2022-08-10 16:04:29
170,58,175,5,2023-10-27 15:27:06,2023-10-27 16:27:06
171,58,633,5,2023-10-27 15:27:06,2023-10-27 16:27:06
172,58,115,6,2023-10-27 15:27:06,2023-10-27 16:27:06
173,58,526,2,2023-10-27 15:27:06,2023-10-27 16:27:06
174,58,432,7,2023-10-27 15:27:06,2023-10-27 16:27:06
175,59,213,10,2022-01-02 14:02:10,2022-01-03 07:31:10
176,60,503,10,2022-08-05 11:17:37,2022-08-06 07:23:37
177,60,142,9,2022-08-05 11:17:37,2022-08-06 07:23:37
178,61,574,8,2023-02-21 10:23:00,2023-02-22 00:03:00
179,61,905,7,2023-02-21 10:23:00,2023-02-22 00:03:00
180,62,571,4,2022-01-10 14:57:30,2022-01-11 11:53:30
181,62,850,2,2022-01-10 14:57:30,2022-01-11 11:53:30
182,62,827,7,2022-01-10 14:57:30,2022-01-11 11:53:30
183,62,955,4,2022-01-10 14:57:30,2022-01-11 11:53:30
184,63,592,10,2022-02-27 10:19:43,2022-02-27 17:55:43
185,63,217,8,2022-02-27 10:19:43,2022-02-27 17:55:43
186,63,62,10,2022-02-27 10:19:43,2022-02-27 17:55:43
187,63,147,5,2022-02-27 10:19:43,2022-02-27 17:55:43
188,64,994,1,2023-04-20 01:47:01,2023-04-20 06:42:01
189,64,520,2,2023-04-20 01:47:01,2023-04-20 06:42:01
190,64,53,5,2023-04-20 01:47:01,2023-04-20 06:42:01
191,65,175,6,2022-12-20 10:27:57,2022-12-20 14:04:57
192,65,758,5,2022-12-20 10:27:57,2022-12-20 14:04:57
193,65,876,1,2022-12-20 10:27:57,2022-12-20 14:04:57
194,65,672,10,2022-12-20 10:27:57,2022-12-20 14:04:57
195,65,62,5,2022-12-20 10:27:57,2022-12-20 14:04:57
196,66,33,1,2022-04-23 19:22:52,2022-04-24 09:19:52
197,66,127,3,2022-04-23 19:22:52,2022-04-24 09:19:52
198,66,147,8,2022-04-23 19:22:52,2022-04-24 09:19:52
199,66,358,7,2022-04-23 19:22:52,2022-04-24 09:19:52
200,66,879,2,2022-04-23 19:22:52,2022-04-24 09:19:52
201,67,493,4,2023-07-26 03:37:09,2023-07-26 09:21:09
202,67,978,3,2023-07-26 03:37:09,2023-07-26 09:21:09
203,68,851,9,2023-08-20 05:37:13,2023-08-21 03:21:13
204,69,352,10,2022-12-25 09:57:33,2022-12-26 01:51:33
205,69,895,5,2022-12-25 09:57:33,2022-12-26 01:51:33
206,69,824,1,2022-12-25 09:57:33,2022-12-26 01:51:33
207,69,622,10,2022-12-25 09:57:33,2022-12-26 01:51:33
208,69,151,1,2022-12-25 09:57:33,2022-12-26 01:51:33
209,70,739,2,2022-03-06 05:08:52,2022-03-07 01:05:52
210,71,28,3,2022-01-30 03:16:41,2022-01-30 19:56:41
211,71,322,5,2022-01-30 03:16:41,2022-01-30 19:56:41
212,72,593,8,2023-12-27 02:06:37,2023-12-27 12:41:37
213,72,428,3,2023-12-27 02:06:37,2023-12-27 12:41:37
214,72,202,8,2023-12-27 02:06:37,2023-12-27 12:41:37
215,73,355,7,2022-10-20 09:54:47,2022-10-21 07:08:47
216,73,866,10,2022-10-20 09:54:47,2022-10-21 07:08:47
217,73,168,8,2022-10-20 09:54:47,2022-10-21 07:08:47
218,73,693,5,2022-10-20 09:54:47,2022-10-21 07:08:47
219,74,119,7,2022-07-11 12:18:14,2022-07-12 10:35:14
220,74,504,10,2022-07-11 12:18:14,2022-07-12 10:35:14
221,74,812,8,2022-07-11 12:18:14,2022-07-12 10:35:14
222,74,787,8,2022-07-11 12:18:14,2022-07-12 10:35:14
223,74,379,3,2022-07-11 12:18:14,2022-07-12 10:35:14
224,75,562,9,2023-05-15 05:42:52,2023-05-16 04:48:52
225,75,912,6,2023-05-15 05:42:52,2023-05-16 04:48:52
226,75,21,10,2023-05-15 05:42:52,2023-05-16 04:48:52
227,75,494,4,2023-05-15 05:42:52,2023-05-16 04:48:52
228,75,93,1,2023-05-15 05:42:52,2023-05-16 04:48:52
229,76,318,5,2023-04-26 14:40:51,2023-04-27 05:24:51
230,76,479,7,2023-04-26 14:40:51,2023-04-27 05:24:51
231,76,112,6,2023-04-26 14:40:51,2023-04-27 05:24:51
232,76,387,9,2023-04-26 14:40:51,2023-04-27 05:24:51
233,76,443,10,2023-04-26 14:40:51,2023-04-27 05:24:51
234,77,317,2,2023-09-20 23:10:28,2023-09-21 00:08:28
235,77,220,4,2023-09-20 23:10:28,2023-09-21 00:08:28
236,77,696,10,2023-09-20 23:10:28,2023-09-21 00:08:28
237,78,655,3,2023-02-26 23:51:07,2023-02-27 04:11:07
238,78,532,9,2023-02-26 23:51:07,2023-02-27 04:11:07
239,78,717,8,2023-02-26 23:51:07,2023-02-27 04:11:07
240,79,195,3,2022-04-01 16:06:31,2022-04-02 05:20:31
241,79,399,5,2022-04-01 16:06:31,2022-04-02 05:20:31
242,79,639,7,2022-04-01 16:06:31,2022-04-02 05:20:31
243,79,569,1,2022-04-01 16:06:31,2022-04-02 05:20:31
244,79,512,1,2022-04-01 16:06:31,2022-04-02 05:20:31
245,80,616,8,2022-09-28 12:38:56,2022-09-29 03:25:56
246,80,698,9,2022-09-28 12:38:56,2022-09-29 03:25:56
247,80,876,4,2022-09-28 12:38:56,2022-09-29 03:25:56
248,80,912,4,2022-09-28 12:38:56,2022-09-29 03:25:56
249,80,912,9,2022-09-28 12:38:56,2022-09-29 03:25:56
250,81,318,9,2022-04-25 06:23:46,2022-04-25 22:00:46
251,81,393,8,2022-04-25 06:23:46,2022-04-25 22:00:46
252,81,490,1,2022-04-25 06:23:46,2022-04-25 22:00:46
253,81,388,6,2022-04-25 06:23:46,2022-04-25 22:00:46
254,82,177,3,2023-03-14 14:11:11,2023-03-15 12:48:11
255,82,719,3,2023-03-14 14:11:11,2023-03-15 12:48:11
256,83,247,3,2023-11-14 09:27:35,2023-11-15 06:29:35
257,83,464,4,2023-11-14 09:27:35,2023-11-15 06:29:35
258,84,553,10,2022-12-26 20:44:00,2022-12-27 12:02:00
259,84,276,9,2022-12-26 20:44:00,2022-12-27 12:02:00
260,84,423,6,2022-12-26 20:44:00,2022-12-27 12:02:00
261,84,963,7,2022-12-26 20:44:00,2022-12-27 12:02:00
262,85,315,9,2023-04-21 20:48:16,2023-04-22 03:56:16
263,85,386,10,2023-04-21 20:48:16,2023-04-22 03:56:16
264,85,660,4,2023-04-21 20:48:16,2023-04-22 03:56:16
265,85,175,4,2023-04-21 20:48:16,2023-04-22 03:56:16
266,85,665,9,2023-04-21 20:48:16,2023-04-22 03:56:16
267,86,662,5,2023-03-24 06:24:57,2023-03-25 02:01:57
268,86,680,4,2023-03-24 06:24:57,2023-03-25 02:01:57
269,87,995,4,2023-08-26 03:08:52,2023-08-26 22:00:52
270,87,578,2,2023-08-26 03:08:52,2023-08-26 22:00:52
271,87,457,8,2023-08-26 03:08:52,2023-08-26 22:00:52
272,87,731,7,2023-08-26 03:08:52,2023-08-26 22:00:52
273,87,242,9,2023-08-26 03:08:52,2023-08-26 22:00:52
274,88,15,2,2023-06-28 14:29:05,2023-06-28 18:12:05
275,88,739,5,2023-06-28 14:29:05,2023-06-28 18:12:05
276,88,101,5,2023-06-28 14:29:05,2023-06-28 18:12:05
277,88,947,4,2023-06-28 14:29:05,2023-06-28 18:12:05
278,89,64,5,2022-09-24 16:33:35,2022-09-24 19:07:35
279,90,278,8,2022-05-01 19:55:54,2022-05-02 10:19:54
280,90,175,1,2022-05-01 19:55:54,2022-05-02 10:19:54
281,91,256,7,2023-05-17 03:33:13,2023-05-17 21:22:13
282,91,893,8,2023-05-17 03:33:13,2023-05-17 21:22:13
283,91,625,6,2023-05-17 03:33:13,2023-05-17 21:22:13
284,91,307,3,2023-05-17 03:33:13,2023-05-17 21:22:13
285,92,959,9,2022-12-01 17:05:13,2022-12-02 10:23:13
286,92,623,9,2022-12-01 17:05:13,2022-12-02 10:23:13
287,92,14,3,2022-12-01 17:05:13,2022-12-02 10:23:13
288,93,116,6,2023-10-07 17:11:34,2023-10-07 22:48:34
289,94,475,5,2023-02-05 07:49:09,2023-02-05 22:39:09
290,94,136,10,2023-02-05 07:49:09,2023-02-05 22:39:09
291,94,238,9,2023-02-05 07:49:09,2023-02-05 22:39:09
292,94,238,5,2023-02-05 07:49:09,2023-02-05 22:39:09
293,95,409,6,2023-11-29 19:14:57,2023-11-30 05:34:57
294,95,638,7,2023-11-29 19:14:57,2023-11-30 05:34:57
295,96,826,4,2022-11-26 17:06:32,2022-11-27 15:08:32
296,96,201,5,2022-11-26 17:06:32,2022-11-27 15:08:32
297,96,772,8,2022-11-26 17:06:32,2022-11-27 15:08:32
298,97,583,3,2023-10-27 19:48:03,2023-10-28 03:18:03
299,97,927,2,2023-10-27 19:48:03,2023-10-28 03:18:03
300,97,135,4,2023-10-27 19:48:03,2023-10-28 03:18:03
301,98,105,6,2023-09-15 13:05:01,2023-09-15 13:36:01
302,98,650,3,2023-09-15 13:05:01,2023-09-15 13:36:01
303,98,530,5,2023-09-15 13:05:01,2023-09-15 13:36:01
304,98,124,6,2023-09-15 13:05:01,2023-09-15 13:36:01
305,99,696,9,2023-11-21 15:59:27,2023-11-22 01:58:27
306,99,52,10,2023-11-21 15:59:27,2023-11-22 01:58:27
307,100,557,4,2023-04-23 21:48:27,2023-04-24 20:30:27
308,100,938,3,2023-04-23 21:48:27,2023-04-24 20:30:27
309,101,641,5,2022-08-21 16:33:30,2022-08-21 23:56:30
310,101,536,4,2022-08-21 16:33:30,2022-08-21 23:56:30
311,101,322,7,2022-08-21 16:33:30,2022-08-21 23:56:30
312,101,171,8,2022-08-21 16:33:30,2022-08-21 23:56:30
313,101,274,1,2022-08-21 16:33:30,2022-08-21 23:56:30
314,102,754,4,2023-03-02 14:34:14,2023-03-02 15:21:14
315,103,114,5,2022-01-29 08:08:51,2022-01-29 09:54:51
316,104,817,4,2023-12-10 01:06:24,2023-12-10 18:34:24
317,104,982,1,2023-12-10 01:06:24,2023-12-10 18:34:24
318,105,261,7,2022-03-12 08:52:52,2022-03-12 10:38:52
319,105,870,10,2022-03-12 08:52:52,2022-03-12 10:38:52
320,105,680,2,2022-03-12 08:52:52,2022-03-12 10:38:52
321,105,572,1,2022-03-12 08:52:52,2022-03-12 10:38:52
322,106,338,6,2023-09-09 16:13:58,2023-09-10 07:36:58
323,106,147,10,2023-09-09 16:13:58,2023-09-10 07:36:58
324,106,119,9,2023-09-09 16:13:58,2023-09-10 07:36:58
325,106,370,4,2023-09-09 16:13:58,2023-09-10 07:36:58
326,106,985,2,2023-09-09 16:13:58,2023-09-10 07:36:58
327,107,427,3,2023-08-16 00:06:40,2023-08-16 23:13:40
328,107,102,4,2023-08-16 00:06:40,2023-08-16 23:13:40
329,107,713,5,2023-08-16 00:06:40,2023-08-16 23:13:40
330,107,379,1,2023-08-16 00:06:40,2023-08-16 23:13:40
331,108,318,6,2023-08-29 11:33:30,2023-08-30 02:16:30
332,108,855,1,2023-08-29 11:33:30,2023-08-30 02:16:30
333,108,439,2,2023-08-29 11:33:30,2023-08-30 02:16:30
334,108,913,1,2023-08-29 11:33:30,2023-08-30 02:16:30
335,109,452,7,2022-10-16 23:42:46,2022-10-17 13:27:46
336,110,235,10,2022-02-20 21:49:42,2022-02-21 07:51:42
337,111,77,9,2022-08-30 23:11:27,2022-08-31 20:58:27
338,111,695,7,2022-08-30 23:11:27,2022-08-31 20:58:27
339,111,913,6,2022-08-30 23:11:27,2022-08-31 20:58:27
340,112,6,5,2023-01-13 11:18:44,2023-01-13 15:36:44
341,112,745,9,2023-01-13 11:18:44,2023-01-13 15:36:44
342,112,221,10,2023-01-13 11:18:44,2023-01-13 15:36:44
343,113,380,10,2022-01-04 08:14:58,2022-01-04 19:57:58
344,113,103,5,2022-01-04 08:14:58,2022-01-04 19:57:58
345,113,926,1,2022-01-04 08:14:58,2022-01-04 19:57:58
346,114,650,8,2022-10-06 11:28:10,2022-10-07 09:42:10
347,114,4,4,2022-10-06 11:28:10,2022-10-07 09:42:10
348,114,541,6,2022-10-06 11:28:10,2022-10-07 09:42:10
349,114,355,5,2022-10-06 11:28:10,2022-10-07 09:42:10
350,114,872,7,2022-10-06 11:28:10,2022-10-07 09:42:10
351,115,209,7,2022-08-10 09:40:31,2022-08-10 19:19:31
352,115,357,7,2022-08-10 09:40:31,2022-08-10 19:19:31
353,115,947,6,2022-08-10 09:40:31,2022-08-10 19:19:31
354,115,680,9,2022-08-10 09:40:31,2022-08-10 19:19:31
355,116,822,2,2023-10-10 10:22:02,2023-10-10 18:36:02
356,116,476,3,2023-10-10 10:22:02,2023-10-10 18:36:02
357,116,103,10,2023-10-10 10:22:02,2023-10-10 18:36:02
358,116,315,9,2023-10-10 10:22:02,2023-10-10 18:36:02
359,117,629,7,2022-01-28 11:04:40,2022-01-28 22:06:40
360,117,394,6,2022-01-28 11:04:40,2022-01-28 22:06:40
361,117,918,7,2022-01-28 11:04:40,2022-01-28 22:06:40
362,118,577,10,2022-12-30 07:25:57,2022-12-31 03:56:57
363,118,935,9,2022-12-30 07:25:57,2022-12-31 03:56:57
364,119,78,2,2022-08-20 18:02:00,2022-08-21 10:13:00
365,119,188,4,2022-08-20 18:02:00,2022-08-21 10:13:00
366,119,570,2,2022-08-20 18:02:00,2022-08-21 10:13:00
367,119,2,6,2022-08-20 18:02:00,2022-08-21 10:13:00
368,119,903,8,2022-08-20 18:02:00,2022-08-21 10:13:00
369,120,904,9,2022-08-24 00:53:04,2022-08-24 04:22:04
370,120,164,8,2022-08-24 00:53:04,2022-08-24 04:22:04
371,120,81,8,2022-08-24 00:53:04,2022-08-24 04:22:04
372,121,467,8,2022-06-14 06:38:03,2022-06-14 23:35:03
373,121,916,4,2022-06-14 06:38:03,2022-06-14 23:35:03
374,121,631,6,2022-06-14 06:38:03,2022-06-14 23:35:03
375,121,804,3,2022-06-14 06:38:03,2022-06-14 23:35:03
376,122,40,7,2022-12-17 04:29:33,2022-12-17 20:54:33
377,122,162,3,2022-12-17 04:29:33,2022-12-17 20:54:33
378,122,321,2,2022-12-17 04:29:33,2022-12-17 20:54:33
379,122,173,4,2022-12-17 04:29:33,2022-12-17 20:54:33
380,123,634,10,2022-08-12 14:30:51,2022-08-13 13:13:51
381,123,436,5,2022-08-12 14:30:51,2022-08-13 13:13:51
382,123,321,7,2022-08-12 14:30:51,2022-08-13 13:13:51
383,124,882,10,2022-04-02 19:08:29,2022-04-03 12:40:29
384,124,766,6,2022-04-02 19:08:29,2022-04-03 12:40:29
385,124,813,5,2022-04-02 19:08:29,2022-04-03 12:40:29
386,124,612,5,2022-04-02 19:08:29,2022-04-03 12:40:29
387,124,695,3,2022-04-02 19:08:29,2022-04-03 12:40:29
388,125,251,1,2022-07-08 13:41:21,2022-07-09 01:13:21
389,125,323,1,2022-07-08 13:41:21,2022-07-09 01:13:21
390,125,663,8,2022-07-08 13:41:21,2022-07-09 01:13:21
391,125,683,9,2022-07-08 13:41:21,2022-07-09 01:13:21
392,126,773,2,2022-04-26 04:32:38,2022-04-26 22:33:38
393,127,857,6,2022-12-18 02:08:43,2022-12-18 22:42:43
394,127,64,10,2022-12-18 02:08:43,2022-12-18 22:42:43
395,128,671,9,2022-09-15 21:17:11,2022-09-16 12:47:11
396,128,593,5,2022-09-15 21:17:11,2022-09-16 12:47:11
397,128,384,2,2022-09-15 21:17:11,2022-09-16 12:47:11
398,129,740,9,2022-08-31 12:23:02,2022-08-31 23:44:02
399,129,434,6,2022-08-31 12:23:02,2022-08-31 23:44:02
400,130,411,3,2022-08-18 14:04:24,2022-08-19 10:48:24
401,130,554,7,2022-08-18 14:04:24,2022-08-19 10:48:24
402,131,533,7,2023-03-25 07:21:39,2023-03-25 07:25:39
403,131,847,4,2023-03-25 07:21:39,2023-03-25 07:25:39
404,132,926,6,2023-04-08 09:57:56,2023-04-08 11:42:56
405,132,565,7,2023-04-08 09:57:56,2023-04-08 11:42:56
406,133,213,10,2023-06-09 10:49:05,2023-06-09 21:05:05
407,133,478,1,2023-06-09 10:49:05,2023-06-09 21:05:05
408,133,162,9,2023-06-09 10:49:05,2023-06-09 21:05:05
409,134,539,7,2023-07-13 16:44:42,2023-07-14 10:03:42
410,134,751,2,2023-07-13 16:44:42,2023-07-14 10:03:42
