order_id,customer_id,total,tax,order_status,payment_id,created_at,modified_at
27,257,2065.23,371.74,Shipped,27,2022-12-27 22:09:26,2022-12-28 03:20:26
28,464,25643.65,4615.86,Cancelled,28,2022-04-17 17:36:38,2022-04-18 00:27:38
29,183,40153.91,7227.7,Pending,29,2023-12-04 19:33:50,2023-12-05 04:29:50
30,453,30388.52,5469.93,Cancelled,30,2023-12-22 22:16:08,2023-12-23 11:17:08
31,798,22080.66,3974.52,Shipped,31,2022-01-30 03:45:17,2022-01-30 11:41:17
32,939,17646.79,3176.42,Delivered,32,2023-11-06 17:29:02,2023-11-06 18:05:02
33,626,3641.23,655.42,Shipped,33,2023-03-31 11:18:38,2023-03-31 12:42:38
34,940,35098.34,6317.7,Pending,34,2023-09-10 20:07:10,2023-09-11 11:32:10
35,340,49663.5,8939.43,Shipped,35,2023-03-01 15:30:57,2023-03-02 05:44:57
36,198,30227.81,5441.01,Shipped,36,2022-06-21 17:08:50,2022-06-22 12:15:50
37,385,17432.88,3137.92,Delivered,37,2022-05-05 14:36:35,2022-05-06 10:18:35
38,269,25716.8,4629.02,Shipped,38,2022-04-16 06:48:43,2022-04-17 04:59:43
39,425,342.81,61.71,Cancelled,39,2022-11-15 19:59:52,2022-11-15 23:36:52
40,200,3600.37,648.07,Pending,40,2022-05-05 14:32:04,2022-05-05 23:13:04
41,5,4655.76,838.04,Delivered,41,2023-09-10 20:21:41,2023-09-11 12:17:41
42,320,45722.67,8230.08,Pending,42,2022-05-08 05:39:01,2022-05-08 20:36:01
43,244,44118.72,7941.37,Cancelled,43,2023-01-27 16:05:15,2023-01-28 01:59:15
44,645,17668.17,3180.27,Cancelled,44,2023-09-14 10:40:24,2023-09-15 00:50:24
45,649,33963.7,6113.47,Cancelled,45,2023-07-10 08:14:19,2023-07-11 05:01:19
46,268,33043.69,5947.86,Cancelled,46,2022-04-05 20:28:19,2022-04-06 10:23:19
47,969,19323.7,3478.27,Cancelled,47,2023-12-28 21:23:36,2023-12-29 19:11:36
48,634,9707.39,1747.33,Delivered,48,2023-03-17 12:14:36,2023-03-17 16:57:36
49,995,30226.71,5440.81,Shipped,49,2022-02-24 15:37:34,2022-02-24 21:27:34
50,874,25767.62,4638.17,Delivered,50,2022-08-27 02:20:58,2022-08-27 13:46:58
51,743,21547.3,3878.51,Delivered,51,2022-03-15 04:54:08,2022-03-15 20:24:08
52,232,36127.13,6502.88,Shipped,52,2022-05-17 07:22:04,2022-05-17 22:48:04
53,596,40678.31,7322.1,Pending,53,2023-12-11 00:11:59,2023-12-11 21:49:59
54,52,41553.31,7479.6,Shipped,54,2022-09-01 20:28:17,2022-09-02 07:17:17
55,569,38264.43,6887.6,Shipped,55,2022-05-14 08:16:47,2022-05-14 20:42:47
56,425,13871.34,2496.84,Pending,56,2023-01-12 16:21:13,2023-01-13 15:39:13
57,250,34441.14,6199.41,Pending,57,2022-08-10 03:51:29,2022-08-10 16:04:29
58,912,22884.88,4119.28,Shipped,58,2023-10-27 15:27:06,2023-10-27 16:27:06
59,896,7168.05,1290.25,Shipped,59,2022-01-02 14:02:10,2022-01-03 07:31:10
60,322,46141.48,8305.47,Pending,60,2022-08-05 11:17:37,2022-08-06 07:23:37
61,358,32993.2,5938.78,Shipped,61,2023-02-21 10:23:00,2023-02-22 00:03:00
62,718,36204.99,6516.9,Shipped,62,2022-01-10 14:57:30,2022-01-11 11:53:30
63,556,34596.33,6227.34,Cancelled,63,2022-02-27 10:19:43,2022-02-27 17:55:43
64,139,19927.89,3587.02,Delivered,64,2023-04-20 01:47:01,2023-04-20 06:42:01
65,717,39993.42,7198.82,Pending,65,2022-12-20 10:27:57,2022-12-20 14:04:57
66,75,39364.38,7085.59,Shipped,66,2022-04-23 19:22:52,2022-04-24 09:19:52
67,269,14968.39,2694.31,Shipped,67,2023-07-26 03:37:09,2023-07-26 09:21:09
68,897,46487.03,8367.67,Pending,68,2023-08-20 05:37:13,2023-08-21 03:21:13
69,555,46073.94,8293.31,Pending,69,2022-12-25 09:57:33,2022-12-26 01:51:33
70,696,29213.87,5258.5,Pending,70,2022-03-06 05:08:52,2022-03-07 01:05:52
71,731,27919.49,5025.51,Cancelled,71,2022-01-30 03:16:41,2022-01-30 19:56:41
72,836,38007.93,6841.43,Pending,72,2023-12-27 02:06:37,2023-12-27 12:41:37
73,607,10712.06,1928.17,Pending,73,2022-10-20 09:54:47,2022-10-21 07:08:47
74,163,39882.6,7178.87,Delivered,74,2022-07-11 12:18:14,2022-07-12 10:35:14
75,29,46529.16,8375.25,Cancelled,75,2023-05-15 05:42:52,2023-05-16 04:48:52
76,460,49287.7,8871.79,Shipped,76,2023-04-26 14:40:51,2023-04-27 05:24:51
77,818,34303.47,6174.62,Pending,77,2023-09-20 23:10:28,2023-09-21 00:08:28
78,478,7605.31,1368.96,Shipped,78,2023-02-26 23:51:07,2023-02-27 04:11:07
79,225,7741.37,1393.45,Delivered,79,2022-04-01 16:06:31,2022-04-02 05:20:31
80,204,1973.18,355.17,Cancelled,80,2022-09-28 12:38:56,2022-09-29 03:25:56
81,356,29391.45,5290.46,Cancelled,81,2022-04-25 06:23:46,2022-04-25 22:00:46
82,546,47604.31,8568.78,Cancelled,82,2023-03-14 14:11:11,2023-03-15 12:48:11
83,862,32830.29,5909.45,Cancelled,83,2023-11-14 09:27:35,2023-11-15 06:29:35
84,862,6730.73,1211.53,Cancelled,84,2022-12-26 20:44:00,2022-12-27 12:02:00
85,84,30745.65,5534.22,Delivered,85,2023-04-21 20:48:16,2023-04-22 03:56:16
86,743,27627.39,4972.93,Shipped,86,2023-03-24 06:24:57,2023-03-25 02:01:57
87,377,22531.1,4055.6,Cancelled,87,2023-08-26 03:08:52,2023-08-26 22:00:52
88,193,500.51,90.09,Delivered,88,2023-06-28 14:29:05,2023-06-28 18:12:05
89,159,39289.24,7072.06,Cancelled,89,2022-09-24 16:33:35,2022-09-24 19:07:35
90,659,5245.03,944.11,Delivered,90,2022-05-01 19:55:54,2022-05-02 10:19:54
91,657,49129.08,8843.23,Pending,91,2023-05-17 03:33:13,2023-05-17 21:22:13
92,593,9477.38,1705.93,Pending,92,2022-12-01 17:05:13,2022-12-02 10:23:13
93,714,2364.48,425.61,Pending,93,2023-10-07 17:11:34,2023-10-07 22:48:34
94,481,8248.98,1484.82,Delivered,94,2023-02-05 07:49:09,2023-02-05 22:39:09
95,859,48425.02,8716.5,Shipped,95,2023-11-29 19:14:57,2023-11-30 05:34:57
96,987,845.96,152.27,Shipped,96,2022-11-26 17:06:32,2022-11-27 15:08:32
97,476,42176.41,7591.75,Pending,97,2023-10-27 19:48:03,2023-10-28 03:18:03
98,329,26122.18,4701.99,Pending,98,2023-09-15 13:05:01,2023-09-15 13:36:01
99,718,45462.53,8183.26,Delivered,99,2023-11-21 15:59:27,2023-11-22 01:58:27
100,888,21511.26,3872.03,Shipped,100,2023-04-23 21:48:27,2023-04-24 20:30:27
101,809,11567.7,2082.19,Shipped,101,2022-08-21 16:33:30,2022-08-21 23:56:30
102,78,12469.13,2244.44,Cancelled,102,2023-03-02 14:34:14,2023-03-02 15:21:14
103,686,35564.13,6401.54,Shipped,103,2022-01-29 08:08:51,2022-01-29 09:54:51
104,696,36844.9,6632.08,Shipped,104,2023-12-10 01:06:24,2023-12-10 18:34:24
105,948,43116.21,7760.92,Shipped,105,2022-03-12 08:52:52,2022-03-12 10:38:52
106,733,46225.69,8320.62,Cancelled,106,2023-09-09 16:13:58,2023-09-10 07:36:58
107,438,11333.61,2040.05,Pending,107,2023-08-16 00:06:40,2023-08-16 23:13:40
108,563,1157.14,208.29,Delivered,108,2023-08-29 11:33:30,2023-08-30 02:16:30
109,979,10328.97,1859.21,Shipped,109,2022-10-16 23:42:46,2022-10-17 13:27:46
110,412,20489.37,3688.09,Pending,110,2022-02-20 21:49:42,2022-02-21 07:51:42
111,692,19567.79,3522.2,Pending,111,2022-08-30 23:11:27,2022-08-31 20:58:27
112,362,46630.97,8393.57,Pending,112,2023-01-13 11:18:44,2023-01-13 15:36:44
113,95,31047.34,5588.52,Delivered,113,2022-01-04 08:14:58,2022-01-04 19:57:58
114,556,10431.74,1877.71,Pending,114,2022-10-06 11:28:10,2022-10-07 09:42:10
115,973,18773.58,3379.24,Pending,115,2022-08-10 09:40:31,2022-08-10 19:19:31
116,97,12522.75,2254.09,Shipped,116,2023-10-10 10:22:02,2023-10-10 18:36:02
117,635,8635.13,1554.32,Delivered,117,2022-01-28 11:04:40,2022-01-28 22:06:40
118,734,25936.03,4668.49,Cancelled,118,2022-12-30 07:25:57,2022-12-31 03:56:57
119,694,35899.96,6461.99,Pending,119,2022-08-20 18:02:00,2022-08-21 10:13:00
120,870,36728.27,6611.09,Pending,120,2022-08-24 00:53:04,2022-08-24 04:22:04
121,850,12967.22,2334.1,Shipped,121,2022-06-14 06:38:03,2022-06-14 23:35:03
122,896,27165.82,4889.85,Delivered,122,2022-12-17 04:29:33,2022-12-17 20:54:33
123,511,20833.12,3749.96,Delivered,123,2022-08-12 14:30:51,2022-08-13 13:13:51
124,529,25823.19,4648.17,Delivered,124,2022-04-02 19:08:29,2022-04-03 12:40:29
125,13,19032.07,3425.77,Delivered,125,2022-07-08 13:41:21,2022-07-09 01:13:21
126,445,5193.15,934.77,Pending,126,2022-04-26 04:32:38,2022-04-26 22:33:38
127,97,40390.17,7270.23,Pending,127,2022-12-18 02:08:43,2022-12-18 22:42:43
128,211,24313.95,4376.51,Shipped,128,2022-09-15 21:17:11,2022-09-16 12:47:11
129,189,27565.76,4961.84,Shipped,129,2022-08-31 12:23:02,2022-08-31 23:44:02
130,182,36159.66,6508.74,Delivered,130,2022-08-18 14:04:24,2022-08-19 10:48:24
131,881,14720.48,2649.69,Delivered,131,2023-03-25 07:21:39,2023-03-25 07:25:39
132,332,33186.79,5973.62,Cancelled,132,2023-04-08 09:57:56,2023-04-08 11:42:56
133,184,42614.53,7670.62,Delivered,133,2023-06-09 10:49:05,2023-06-09 21:05:05
134,674,45818.52,8247.33,Cancelled,134,2023-07-13 16:44:42,2023-07-14 10:03:42
135,493,17331.25,3119.62,Delivered,135,2022-09-19 05:36:09,2022-09-20 04:43:09
136,536,41142.27,7405.61,Cancelled,136,2023-11-28 12:36:00,2023-11-29 00:21:00
137,383,1414.02,254.52,Cancelled,137,2023-07-05 20:44:11,2023-07-06 00:37:11
138,941,2064.09,371.54,Shipped,138,2023-02-20 07:18:06,2023-02-21 04:10:06
139,214,12534.23,2256.16,Cancelled,139,2023-01-22 21:52:32,2023-01-23 06:17:32
140,711,19000.29,3420.05,Delivered,140,2022-10-12 07:30:09,2022-10-13 06:01:09
141,182,28409.72,5113.75,Delivered,141,2022-09-06 18:15:40,2022-09-07 04:45:40
142,285,20579.81,3704.37,Shipped,142,2022-07-07 16:35:55,2022-07-08 08:16:55
143,67,27412.23,4934.2,Delivered,143,2023-04-25 06:59:33,2023-04-26 00:24:33
144,878,3541.55,637.48,Pending,144,2022-12-24 00:25:14,2022-12-24 07:37:14
145,481,32254.89,5805.88,Pending,145,2022-06-25 15:10:15,2022-06-26 11:47:15
146,174,22797.92,4103.63,Pending,146,2023-07-27 14:26:17,2023-07-27 16:43:17
147,951,12293.82,2212.89,Shipped,147,2022-06-26 11:30:03,2022-06-27 10:33:03
148,718,44752.44,8055.44,Cancelled,148,2023-01-31 22:54:38,2023-02-01 19:03:38
149,778,23393.68,4210.86,Pending,149,2023-02-08 01:58:05,2023-02-08 18:51:05
150,954,22806.35,4105.14,Shipped,150,2022-01-28 23:38:12,2022-01-29 15:42:12
151,466,40660.17,7318.83,Delivered,151,2023-11-05 14:45:26,2023-11-06 02:10:26
152,528,24462.42,4403.24,Shipped,152,2023-11-12 07:12:38,2023-11-12 17:19:38
153,833,507.86,91.41,Cancelled,153,2023-02-24 12:42:26,2023-02-25 05:10:26
154,512,32278.52,5810.13,Cancelled,154,2023-04-21 17:10:15,2023-04-22 05:03:15
155,663,44413.79,7994.48,Delivered,155,2023-07-19 21:01:35,2023-07-20 10:22:35
156,734,377.08,67.87,Pending,156,2023-01-26 14:53:34,2023-01-26 20:02:34
157,790,21040.0,3787.2,Delivered,157,2022-06-05 10:51:54,2022-06-05 19:37:54
158,62,33076.67,5953.8,Delivered,158,2022-08-21 09:22:52,2022-08-21 12:20:52
159,792,15036.57,2706.58,Pending,159,2022-10-16 02:06:35,2022-10-16 04:54:35
160,143,6582.73,1184.89,Cancelled,160,2022-10-07 15:34:01,2022-10-08 10:01:01
161,113,20358.59,3664.55,Cancelled,161,2023-06-24 22:44:35,2023-06-25 15:24:35
162,563,10614.81,1910.67,Delivered,162,2022-07-28 20:14:39,2022-07-29 13:38:39
163,157,36429.39,6557.29,Cancelled,163,2022-03-04 19:00:46,2022-03-04 21:57:46
164,873,15169.06,2730.43,Shipped,164,2022-05-29 23:20:55,2022-05-30 20:35:55
165,741,43683.86,7863.09,Delivered,165,2023-12-06 02:01:50,2023-12-06 12:09:50
166,712,41552.96,7479.53,Shipped,166,2022-06-07 18:27:09,2022-06-08 06:42:09
167,135,42615.28,7670.75,Cancelled,167,2023-06-06 08:08:29,2023-06-06 11:56:29
168,188,30144.28,5425.97,Shipped,168,2023-06-06 11:44:56,2023-06-07 10:15:56
169,758,42051.86,7569.33,Pending,169,2022-11-25 11:17:31,2022-11-25 15:56:31
170,908,18752.44,3375.44,Cancelled,170,2022-06-08 21:45:48,2022-06-09 18:16:48
171,155,5096.48,917.37,Delivered,171,2023-01-09 00:08:23,2023-01-09 12:44:23
172,72,3378.02,608.04,Cancelled,172,2023-06-11 15:28:46,2023-06-12 07:20:46
173,249,16793.05,3022.75,Shipped,173,2022-11-03 13:26:24,2022-11-03 13:30:24
174,287,363.27,65.39,Pending,174,2022-01-31 17:17:08,2022-02-01 08:57:08
175,884,7417.44,1335.14,Delivered,175,2022-08-20 00:02:39,2022-08-20 01:30:39
176,53,6201.46,1116.26,Shipped,176,2023-05-07 09:37:47,2023-05-07 12:30:47
177,912,31073.83,5593.29,Delivered,177,2023-08-12 11:18:35,2023-08-12 13:52:35
178,137,37268.88,6708.4,Delivered,178,2023-09-07 04:19:22,2023-09-07 05:58:22
179,606,22323.33,4018.2,Pending,179,2022-06-13 10:42:10,2022-06-13 20:21:10
180,823,43003.36,7740.6,Pending,180,2022-06-23 08:39:32,2022-06-24 08:01:32
181,557,6777.67,1219.98,Cancelled,181,2022-07-26 20:33:21,2022-07-27 15:33:21
182,155,22781.47,4100.66,Pending,182,2023-09-06 10:29:55,2023-09-06 13:11:55
183,526,8215.22,1478.74,Cancelled,183,2022-03-22 01:27:18,2022-03-22 20:26:18
184,201,22461.59,4043.09,Cancelled,184,2023-03-08 00:44:20,2023-03-08 08:53:20
185,64,21336.89,3840.64,Pending,185,2023-09-07 20:01:22,2023-09-08 04:36:22
186,243,28405.4,5112.97,Delivered,186,2023-08-11 15:39:08,2023-08-12 07:29:08
187,72,23723.57,4270.24,Pending,187,2022-04-24 22:36:20,2022-04-25 22:25:20
188,287,36721.88,6609.94,Cancelled,188,2023-11-08 11:33:23,2023-11-09 00:57:23
189,157,48352.3,8703.41,Pending,189,2022-09-22 14:37:38,2022-09-23 04:47:38
190,912,16141.47,2905.46,Shipped,190,2022-03-10 10:14:10,2022-03-10 21:49:10
191,589,11753.68,2115.66,Delivered,191,2023-07-14 14:43:20,2023-07-15 02:01:20
192,957,6126.17,1102.71,Shipped,192,2022-12-08 17:43:56,2022-12-09 12:18:56
193,431,24965.27,4493.75,Delivered,193,2022-05-14 03:48:00,2022-05-14 09:04:00
194,859,26765.97,4817.87,Cancelled,194,2023-02-04 16:13:29,2023-02-04 19:59:29
195,341,7640.96,1375.37,Shipped,195,2022-08-22 09:19:26,2022-08-22 20:57:26
196,84,14137.76,2544.8,Cancelled,196,2023-08-05 03:17:19,2023-08-05 14:19:19
197,283,31705.92,5707.07,Delivered,197,2022-05-12 09:47:40,2022-05-12 11:25:40
198,131,35204.0,6336.72,Cancelled,198,2023-12-11 05:17:15,2023-12-11 07:45:15
199,185,30519.26,5493.47,Delivered,199,2022-08-12 11:38:59,2022-08-12 20:37:59
200,639,8683.08,1562.95,Cancelled,200,2022-07-18 07:52:45,2022-07-19 03:18:45
201,680,12333.94,2220.11,Delivered,201,2023-05-02 18:15:32,2023-05-03 12:51:32
202,409,16902.01,3042.36,Shipped,202,2023-02-19 02:09:04,2023-02-20 01:42:04
203,489,26493.79,4768.88,Pending,203,2023-07-20 01:54:29,2023-07-20 09:03:29
204,254,7183.07,1292.95,Pending,204,2023-11-29 08:27:09,2023-11-29 23:56:09
205,214,37719.87,6789.58,Pending,205,2023-07-21 19:15:08,2023-07-22 07:07:08
206,187,12613.46,2270.42,Cancelled,206,2023-09-27 08:42:03,2023-09-28 04:05:03
207,787,16567.19,2982.09,Pending,207,2022-11-24 18:55:06,2022-11-25 04:32:06
208,480,45636.56,8214.58,Pending,208,2023-09-10 06:33:51,2023-09-10 18:44:51
209,562,47191.58,8494.48,Shipped,209,2022-03-28 23:28:21,2022-03-29 08:52:21
210,468,49192.53,8854.66,Cancelled,210,2022-07-22 03:34:16,2022-07-22 18:55:16
211,868,10464.16,1883.55,Cancelled,211,2022-10-30 21:47:11,2022-10-31 11:29:11
212,967,35702.03,6426.37,Pending,212,2022-02-03 11:00:14,2022-02-03 18:02:14
213,278,40128.28,7223.09,Delivered,213,2022-03-08 02:50:14,2022-03-08 21:43:14
214,604,1705.37,306.97,Pending,214,2022-05-19 00:06:37,2022-05-19 00:12:37
215,536,30483.81,5487.09,Delivered,215,2023-09-05 15:04:20,2023-09-06 08:20:20
216,733,35281.48,6350.67,Cancelled,216,2023-09-21 07:18:08,2023-09-22 04:33:08
217,247,2971.25,534.82,Shipped,217,2023-11-26 19:40:21,2023-11-27 15:45:21
218,421,8229.81,1481.37,Cancelled,218,2022-12-31 04:05:09,2022-12-31 17:54:09
219,165,23459.05,4222.63,Shipped,219,2023-03-17 18:44:22,2023-03-17 20:19:22
220,751,42316.22,7616.92,Shipped,220,2023-06-04 22:18:44,2023-06-05 21:36:44
221,597,29816.0,5366.88,Shipped,221,2022-06-11 10:30:21,2022-06-11 13:20:21
222,370,16078.22,2894.08,Cancelled,222,2023-12-24 00:56:21,2023-12-24 18:14:21
223,438,13164.04,2369.53,Cancelled,223,2023-01-06 00:13:29,2023-01-06 15:43:29
224,635,11749.56,2114.92,Cancelled,224,2023-06-13 16:48:51,2023-06-13 20:55:51
225,380,25837.92,4650.83,Delivered,225,2022-04-26 03:06:54,2022-04-27 02:46:54
226,67,42773.21,7699.18,Shipped,226,2022-12-06 10:15:55,2022-12-06 13:24:55
227,606,45597.78,8207.6,Cancelled,227,2022-10-27 05:23:00,2022-10-27 08:14:00
228,201,42202.37,7596.43,Cancelled,228,2023-03-13 08:56:07,2023-03-14 06:50:07
229,88,47889.43,8620.1,Cancelled,229,2023-11-18 04:14:34,2023-11-18 21:19:34
230,120,25447.6,4580.57,Cancelled,230,2022-02-14 22:58:57,2022-02-15 15:46:57
231,35,30086.44,5415.56,Delivered,231,2022-06-09 11:33:01,2022-06-09 11:40:01
232,257,41020.29,7383.65,Shipped,232,2022-12-21 15:48:31,2022-12-21 16:03:31
233,277,19135.3,3444.35,Shipped,233,2022-12-11 19:52:11,2022-12-11 19:56:11
234,946,49381.91,8888.74,Cancelled,234,2023-09-13 08:49:32,2023-09-13 16:47:32
235,68,18551.87,3339.34,Pending,235,2023-07-21 22:31:03,2023-07-22 09:43:03
236,431,8356.51,1504.17,Pending,236,2023-12-18 10:57:46,2023-12-18 12:34:46
237,722,21887.8,3939.8,Cancelled,237,2023-07-15 01:46:20,2023-07-15 20:30:20
238,417,21784.48,3921.21,Delivered,238,2022-09-02 05:20:48,2022-09-02 16:43:48
239,926,23456.64,4222.2,Cancelled,239,2023-06-30 12:25:28,2023-07-01 00:58:28
240,354,5694.04,1024.93,Shipped,240,2023-10-06 22:09:33,2023-10-07 10:10:33
241,800,22867.82,4116.21,Cancelled,241,2023-02-17 13:30:40,2023-02-17 17:10:40
242,580,15297.32,2753.52,Cancelled,242,2022-09-08 14:20:19,2022-09-09 02:52:19
243,269,16349.6,2942.93,Cancelled,243,2022-09-11 00:26:06,2022-09-11 09:50:06
244,47,45620.05,8211.61,Cancelled,244,2022-05-07 18:49:22,2022-05-08 12:58:22
245,451,25166.37,4529.95,Shipped,245,2022-04-14 15:38:22,2022-04-15 03:39:22
246,202,3732.54,671.86,Shipped,246,2022-12-18 09:43:57,2022-12-19 02:21:57
247,100,39761.97,7157.15,Cancelled,247,2023-12-29 10:59:57,2023-12-30 01:19:57
248,236,44924.55,8086.42,Delivered,248,2023-09-06 22:50:08,2023-09-07 21:41:08
249,108,20840.84,3751.35,Cancelled,249,2022-11-17 07:37:44,2022-11-18 00:41:44
250,176,33809.73,6085.75,Delivered,250,2022-11-07 12:53:43,2022-11-07 23:25:43
251,725,41390.97,7450.37,Shipped,251,2023-11-01 14:34:32,2023-11-01 20:55:32
252,586,36690.67,6604.32,Delivered,252,2023-01-05 06:31:25,2023-01-06 05:50:25
253,412,42266.14,7607.91,Shipped,253,2022-01-20 03:50:36,2022-01-20 15:26:36
254,719,42373.22,7627.18,Shipped,254,2023-06-29 14:34:20,2023-06-30 07:39:20
255,34,14342.88,2581.72,Cancelled,255,2022-03-19 10:17:28,2022-03-19 22:41:28
256,777,4839.16,871.05,Shipped,256,2023-01-20 02:34:54,2023-01-20 19:06:54
257,763,3403.54,612.64,Delivered,257,2023-09-05 16:18:59,2023-09-06 04:24:59
258,483,36167.03,6510.07,Cancelled,258,2023-05-14 02:19:42,2023-05-14 13:25:42
259,854,46991.42,8458.46,Shipped,259,2023-07-03 07:48:20,2023-07-03 19:54:20
260,365,30187.81,5433.81,Delivered,260,2022-01-09 10:19:01,2022-01-09 22:18:01
261,848,28349.21,5102.86,Delivered,261,2022-02-23 19:15:54,2022-02-24 16:21:54
262,210,6997.01,1259.46,Delivered,262,2022-02-04 01:15:36,2022-02-04 21:57:36
263,165,9400.28,1692.05,Cancelled,263,2022-02-12 01:51:29,2022-02-13 00:03:29
264,394,36269.89,6528.58,Shipped,264,2023-10-12 09:55:43,2023-10-12 13:25:43
265,124,38395.41,6911.17,Cancelled,265,2022-05-31 09:08:45,2022-06-01 03:47:45
266,2,5516.09,992.9,Delivered,266,2022-05-20 18:29:06,2022-05-20 20:18:06
267,575,37720.49,6789.69,Cancelled,267,2022-11-15 00:26:28,2022-11-15 23:10:28
268,671,23702.14,4266.39,Delivered,268,2022-01-21 16:44:27,2022-01-22 15:58:27
269,743,16268.77,2928.38,Pending,269,2023-08-16 17:21:32,2023-08-16 17:55:32
270,737,47845.88,8612.26,Delivered,270,2022-10-10 06:54:24,2022-10-10 21:57:24
271,701,28078.72,5054.17,Cancelled,271,2022-03-29 01:39:53,2022-03-30 01:19:53
272,47,12708.79,2287.58,Shipped,272,2022-12-10 08:02:28,2022-12-10 15:38:28
273,953,2740.59,493.31,Shipped,273,2022-01-14 04:38:36,2022-01-14 23:11:36
274,793,10406.33,1873.14,Pending,274,2022-01-24 06:27:57,2022-01-25 01:39:57
275,630,17511.58,3152.08,Shipped,275,2023-05-17 03:21:41,2023-05-17 03:34:41
276,785,48860.14,8794.83,Shipped,276,2022-03-02 08:59:14,2022-03-03 05:34:14
277,230,33660.67,6058.92,Cancelled,277,2022-04-30 03:19:01,2022-04-30 14:09:01
278,138,45831.8,8249.72,Cancelled,278,2022-08-25 13:36:23,2022-08-25 16:11:23
279,631,42624.52,7672.41,Pending,279,2023-01-04 21:41:25,2023-01-05 02:52:25
280,367,33754.25,6075.76,Pending,280,2023-05-27 04:45:08,2023-05-28 01:10:08
281,889,6853.13,1233.56,Delivered,281,2023-02-01 11:01:41,2023-02-01 13:35:41
282,166,4885.56,879.4,Delivered,282,2022-07-13 00:52:08,2022-07-13 21:48:08
283,687,43532.18,7835.79,Pending,283,2022-08-16 10:34:35,2022-08-17 05:33:35
284,662,40821.71,7347.91,Delivered,284,2022-11-04 09:08:36,2022-11-04 21:18:36
285,229,26469.27,4764.47,Shipped,285,2022-05-14 20:58:53,2022-05-15 08:33:53
286,90,11893.14,2140.77,Cancelled,286,2023-02-01 20:52:24,2023-02-01 20:54:24
287,921,16423.86,2956.29,Cancelled,287,2023-02-23 02:49:21,2023-02-23 06:19:21
288,150,49562.53,8921.26,Shipped,288,2023-06-03 17:52:23,2023-06-04 08:35:23
289,898,3144.03,565.93,Cancelled,289,2023-06-03 21:35:51,2023-06-03 22:57:51
290,888,4311.42,776.06,Delivered,290,2022-01-15 23:26:57,2022-01-16 07:09:57
291,25,37218.8,6699.38,Pending,291,2023-11-08 22:07:09,2023-11-09 13:50:09
292,192,34029.27,6125.27,Delivered,292,2022-06-28 03:03:35,2022-06-29 01:11:35
293,568,41204.74,7416.85,Delivered,293,2023-12-21 22:43:47,2023-12-22 14:29:47
294,451,2888.88,520.0,Pending,294,2022-11-16 21:55:13,2022-11-17 12:25:13
295,739,9755.32,1755.96,Shipped,295,2023-12-25 12:50:46,2023-12-26 07:12:46
296,771,46336.79,8340.62,Cancelled,296,2022-02-19 02:38:53,2022-02-19 02:52:53
