product_id,product_name,product_description,sku,category_id,inventory_id,price,tax,rating,review_count,discount_id,created_at,modified_at
30,15-inch MacBook Air:,Apple 15-inch MacBook Air:,TY-810115,1,30,38999,7019.82,4.8,74,1,24/12/2024 02:36,24/12/2024 02:36
31,IdeaPad 1 Intel Core,LENOVO IdeaPad 1 Intel Core,TY-797208,1,31,9499,1709.82,5,1,1,24/12/2024 02:36,24/12/2024 02:36
32,"Tab M11 8GB 128GB 11""","LENOVO Tab M11 8GB 128GB 11""",TY-279903,1,32,7938,1428.84,4.6,28,4,24/12/2024 02:36,24/12/2024 02:36
33,iPad 9. Nesil 64 GB,Apple iPad 9. Nesil 64 GB,TY-139027,1,33,10749,1934.82,4.8,3751,3,24/12/2024 02:36,24/12/2024 02:36
34,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-465962,1,34,14499,2609.82,4.5,94,2,24/12/2024 02:36,24/12/2024 02:36
35,Macbook Air M1 Çip 8gb,Apple Macbook Air M1 Çip 8gb,TY-014807,1,35,30399,5471.82,4.6,2398,3,24/12/2024 02:36,24/12/2024 02:36
36,Yoga 6 Amd Ryzen 7,LENOVO Yoga 6 Amd Ryzen 7,TY-644894,1,36,38459,6922.62,5,1,1,24/12/2024 02:36,24/12/2024 02:36
37,Galaxy Tab A9 64 GB,Samsung Galaxy Tab A9 64 GB,TY-514659,1,37,3989,718.02,4.6,1626,5,24/12/2024 02:36,24/12/2024 02:36
38,"Macbook Pro M3 14"" Uzay","Apple Macbook Pro M3 14"" Uzay",TY-162940,1,38,79999,14399.82,4.6,7,1,24/12/2024 02:36,24/12/2024 02:36
39,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-315197,1,39,15199,2735.82,4.6,162,5,24/12/2024 02:36,24/12/2024 02:36
40,Galaxy Tab A9+ 8 GB,Samsung Galaxy Tab A9+ 8 GB,TY-333804,1,40,6999,1259.82,4.5,284,3,24/12/2024 02:36,24/12/2024 02:36
41,M3 Plus Intel İ9,GMKtec M3 Plus Intel İ9,TY-269922,1,41,24828.59,4469.15,0,0,1,24/12/2024 02:36,24/12/2024 02:36
42,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-480406,1,42,15199,2735.82,4.6,35,1,24/12/2024 02:36,24/12/2024 02:36
43,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-526982,1,43,15499,2789.82,4.4,514,3,24/12/2024 02:36,24/12/2024 02:36
44,"Macbook Pro M3 14"" Uzay","Apple Macbook Pro M3 14"" Uzay",TY-720980,1,44,54999,9899.82,4.9,20,4,24/12/2024 02:36,24/12/2024 02:36
45,SXPro 10.1 Inc 4 GB,Vorcom SXPro 10.1 Inc 4 GB,TY-405042,1,45,2965,533.7,4.3,1982,3,24/12/2024 02:36,24/12/2024 02:36
46,Excalibur,CASPER Excalibur,TY-526898,1,46,37499,6749.82,4.5,271,2,24/12/2024 02:36,24/12/2024 02:36
47,Mini IT12 - Intel,GEEKOM Mini IT12 - Intel,TY-640745,1,47,25379,4568.22,0,0,5,24/12/2024 02:36,24/12/2024 02:36
48,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-952597,1,48,10499,1889.82,3.7,7,3,24/12/2024 02:36,24/12/2024 02:36
49,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-108572,1,49,9499,1709.82,3.7,11,4,24/12/2024 02:36,24/12/2024 02:36
50,Tab M9 MediaTek Helio,LENOVO Tab M9 MediaTek Helio,TY-839415,1,50,3572,642.96,4.7,1192,1,24/12/2024 02:36,24/12/2024 02:36
51,iPad 9. Nesil 64 GB,Apple iPad 9. Nesil 64 GB,TY-060786,1,51,10699,1925.82,4.8,2538,2,24/12/2024 02:36,24/12/2024 02:36
52,Pad X9 4gb 128gb Wifi,Honor Pad X9 4gb 128gb Wifi,TY-325257,1,52,4999,899.82,4.7,1045,1,24/12/2024 02:36,24/12/2024 02:36
53,Pad 9 8GB 256GB Wifi,Honor Pad 9 8GB 256GB Wifi,TY-324205,1,53,10799,1943.82,4.7,281,3,24/12/2024 02:36,24/12/2024 02:36
54,15-inch MacBook Air:,Apple 15-inch MacBook Air:,TY-672618,1,54,38999,7019.82,4.8,74,4,24/12/2024 02:36,24/12/2024 02:36
55,IdeaPad 1 Intel Core,LENOVO IdeaPad 1 Intel Core,TY-383841,1,55,9499,1709.82,5,1,5,24/12/2024 02:36,24/12/2024 02:36
56,"Tab M11 8GB 128GB 11""","LENOVO Tab M11 8GB 128GB 11""",TY-375613,1,56,7938,1428.84,4.6,28,4,24/12/2024 02:36,24/12/2024 02:36
57,iPad 9. Nesil 64 GB,Apple iPad 9. Nesil 64 GB,TY-968112,1,57,10749,1934.82,4.8,3751,3,24/12/2024 02:36,24/12/2024 02:36
58,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-260140,1,58,14499,2609.82,4.5,94,2,24/12/2024 02:36,24/12/2024 02:36
59,Macbook Air M1 Çip 8gb,Apple Macbook Air M1 Çip 8gb,TY-515802,1,59,30399,5471.82,4.6,2398,3,24/12/2024 02:36,24/12/2024 02:36
60,Yoga 6 Amd Ryzen 7,LENOVO Yoga 6 Amd Ryzen 7,TY-855004,1,60,38459,6922.62,5,1,4,24/12/2024 02:36,24/12/2024 02:36
61,Galaxy Tab A9 64 GB,Samsung Galaxy Tab A9 64 GB,TY-496053,1,61,3989,718.02,4.6,1626,3,24/12/2024 02:36,24/12/2024 02:36
62,"Macbook Pro M3 14"" Uzay","Apple Macbook Pro M3 14"" Uzay",TY-807001,1,62,79999,14399.82,4.6,7,5,24/12/2024 02:36,24/12/2024 02:36
63,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-178473,1,63,15199,2735.82,4.6,162,2,24/12/2024 02:36,24/12/2024 02:36
64,Galaxy Tab A9+ 8 GB,Samsung Galaxy Tab A9+ 8 GB,TY-318068,1,64,6999,1259.82,4.5,284,3,24/12/2024 02:36,24/12/2024 02:36
65,M3 Plus Intel İ9,GMKtec M3 Plus Intel İ9,TY-030426,1,65,24828.59,4469.15,0,0,3,24/12/2024 02:36,24/12/2024 02:36
66,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-251433,1,66,15199,2735.82,4.6,35,4,24/12/2024 02:36,24/12/2024 02:36
67,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-518577,1,67,15499,2789.82,4.4,514,5,24/12/2024 02:36,24/12/2024 02:36
68,"Macbook Pro M3 14"" Uzay","Apple Macbook Pro M3 14"" Uzay",TY-119296,1,68,54999,9899.82,4.9,20,3,24/12/2024 02:36,24/12/2024 02:36
69,SXPro 10.1 Inc 4 GB,Vorcom SXPro 10.1 Inc 4 GB,TY-839223,1,69,2965,533.7,4.3,1982,1,24/12/2024 02:36,24/12/2024 02:36
70,Excalibur,CASPER Excalibur,TY-364601,1,70,37499,6749.82,4.5,271,1,24/12/2024 02:36,24/12/2024 02:36
71,Mini IT12 - Intel,GEEKOM Mini IT12 - Intel,TY-523732,1,71,25379,4568.22,0,0,5,24/12/2024 02:36,24/12/2024 02:36
72,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-365222,1,72,10499,1889.82,3.7,7,3,24/12/2024 02:36,24/12/2024 02:36
73,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-220440,1,73,9499,1709.82,3.7,11,5,24/12/2024 02:36,24/12/2024 02:36
74,Tab M9 MediaTek Helio,LENOVO Tab M9 MediaTek Helio,TY-670148,1,74,3572,642.96,4.7,1192,4,24/12/2024 02:36,24/12/2024 02:36
75,iPad 9. Nesil 64 GB,Apple iPad 9. Nesil 64 GB,TY-930709,1,75,10699,1925.82,4.8,2538,1,24/12/2024 02:36,24/12/2024 02:36
76,Pad X9 4gb 128gb Wifi,Honor Pad X9 4gb 128gb Wifi,TY-529050,1,76,4999,899.82,4.7,1045,4,24/12/2024 02:36,24/12/2024 02:36
77,Pad 9 8GB 256GB Wifi,Honor Pad 9 8GB 256GB Wifi,TY-544992,1,77,10799,1943.82,4.7,281,5,24/12/2024 02:36,24/12/2024 02:36
78,15-inch MacBook Air:,Apple 15-inch MacBook Air:,TY-966995,1,78,38999,7019.82,4.8,74,5,24/12/2024 02:36,24/12/2024 02:36
79,IdeaPad 1 Intel Core,LENOVO IdeaPad 1 Intel Core,TY-317728,1,79,9499,1709.82,5,1,4,24/12/2024 02:36,24/12/2024 02:36
80,"Tab M11 8GB 128GB 11""","LENOVO Tab M11 8GB 128GB 11""",TY-107638,1,80,7938,1428.84,4.6,28,3,24/12/2024 02:36,24/12/2024 02:36
81,iPad 9. Nesil 64 GB,Apple iPad 9. Nesil 64 GB,TY-106099,1,81,10749,1934.82,4.8,3751,1,24/12/2024 02:36,24/12/2024 02:36
82,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-544933,1,82,14499,2609.82,4.5,94,3,24/12/2024 02:36,24/12/2024 02:36
83,Macbook Air M1 Çip 8gb,Apple Macbook Air M1 Çip 8gb,TY-904249,1,83,30399,5471.82,4.6,2398,3,24/12/2024 02:36,24/12/2024 02:36
84,Yoga 6 Amd Ryzen 7,LENOVO Yoga 6 Amd Ryzen 7,TY-598347,1,84,38459,6922.62,5,1,3,24/12/2024 02:36,24/12/2024 02:36
85,Galaxy Tab A9 64 GB,Samsung Galaxy Tab A9 64 GB,TY-159324,1,85,3989,718.02,4.6,1626,1,24/12/2024 02:36,24/12/2024 02:36
86,"Macbook Pro M3 14"" Uzay","Apple Macbook Pro M3 14"" Uzay",TY-976770,1,86,79999,14399.82,4.6,7,4,24/12/2024 02:36,24/12/2024 02:36
87,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-761150,1,87,15199,2735.82,4.6,162,2,24/12/2024 02:36,24/12/2024 02:36
88,Galaxy Tab A9+ 8 GB,Samsung Galaxy Tab A9+ 8 GB,TY-071955,1,88,6999,1259.82,4.5,284,5,24/12/2024 02:36,24/12/2024 02:36
89,M3 Plus Intel İ9,GMKtec M3 Plus Intel İ9,TY-697067,1,89,24828.59,4469.15,0,0,2,24/12/2024 02:36,24/12/2024 02:36
90,iPad 10. Nesil 64 GB,Apple iPad 10. Nesil 64 GB,TY-393918,1,90,15199,2735.82,4.6,35,3,24/12/2024 02:36,24/12/2024 02:36
91,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-526225,1,91,15499,2789.82,4.4,514,4,24/12/2024 02:36,24/12/2024 02:36
92,"Macbook Pro M3 14"" Uzay","Apple Macbook Pro M3 14"" Uzay",TY-960069,1,92,54999,9899.82,4.9,20,3,24/12/2024 02:36,24/12/2024 02:36
93,SXPro 10.1 Inc 4 GB,Vorcom SXPro 10.1 Inc 4 GB,TY-745025,1,93,2965,533.7,4.3,1982,4,24/12/2024 02:36,24/12/2024 02:36
94,Excalibur,CASPER Excalibur,TY-409276,1,94,37499,6749.82,4.5,271,5,24/12/2024 02:36,24/12/2024 02:36
95,Mini IT12 - Intel,GEEKOM Mini IT12 - Intel,TY-072738,1,95,25379,4568.22,0,0,1,24/12/2024 02:36,24/12/2024 02:36
96,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-852597,1,96,10499,1889.82,3.7,7,5,24/12/2024 02:36,24/12/2024 02:36
97,IdeaPad3 Intel Core,LENOVO IdeaPad3 Intel Core,TY-995683,1,97,9499,1709.82,3.7,11,5,24/12/2024 02:36,24/12/2024 02:36
98,Tab M9 MediaTek Helio,LENOVO Tab M9 MediaTek Helio,TY-297747,1,98,3572,642.96,4.7,1192,5,24/12/2024 02:36,24/12/2024 02:36
99,iPad 9. Nesil 64 GB,Apple iPad 9. Nesil 64 GB,TY-585026,1,99,10699,1925.82,4.8,2538,1,24/12/2024 02:36,24/12/2024 02:36
100,Pad X9 4gb 128gb Wifi,Honor Pad X9 4gb 128gb Wifi,TY-209288,1,100,4999,899.82,4.7,1045,5,24/12/2024 02:36,24/12/2024 02:36
101,Kadın Kışlık,Modafırsat Kadın Kışlık,TY-956393,2,101,89.99,16.2,4.7,46,4,24/12/2024 02:37,24/12/2024 02:37
102,3'lü Set Kışlık Ev,İlkem 3'lü Set Kışlık Ev,TY-722809,2,102,222.22,40,4.6,62,2,24/12/2024 02:37,24/12/2024 02:37
103,Unisex Spor,galya shoes Unisex Spor,TY-876578,2,103,250,45,4.1,678,5,24/12/2024 02:37,24/12/2024 02:37
104,Noel Baba Figürlü,STOCON Noel Baba Figürlü,TY-208524,2,104,278.1,50.06,4.3,156,2,24/12/2024 02:37,24/12/2024 02:37
105,KADIN TABA SÜET İÇİ,Cochines KADIN TABA SÜET İÇİ,TY-584380,2,105,479,86.22,4.7,55,1,24/12/2024 02:37,24/12/2024 02:37
106,Tommy Erkek Deri,Lufian Tommy Erkek Deri,TY-540128,2,106,1319.99,237.6,4.6,490,4,24/12/2024 02:37,24/12/2024 02:37
107,Beyaz Krem Bej Tüylü Ev,Mare Beyaz Krem Bej Tüylü Ev,TY-810744,2,107,123.8,22.28,4.3,3023,3,24/12/2024 02:37,24/12/2024 02:37
108,Hac Umre Tavaf,tevhid seda Hac Umre Tavaf,TY-850682,2,108,141.49,25.47,4.3,379,3,24/12/2024 02:37,24/12/2024 02:37
109,Kadın Kar Bot,lord's ayakkabı Kadın Kar Bot,TY-483949,2,109,523,94.14,4.4,335,1,24/12/2024 02:37,24/12/2024 02:37
110,Ithal Unisex,YILDIZ SHOES Ithal Unisex,TY-190950,2,110,325.12,58.52,4.5,957,4,24/12/2024 02:37,24/12/2024 02:37
111,Siyah Kadın Deri Çizme,BAKKA Siyah Kadın Deri Çizme,TY-698523,2,111,538,96.84,4.2,235,1,24/12/2024 02:37,24/12/2024 02:37
112,Unisex Anatomik Esnek,Archi Unisex Anatomik Esnek,TY-380982,2,112,499,89.82,4.5,4662,1,24/12/2024 02:37,24/12/2024 02:37
113,Noel Baba Yılbaşı,Slipcat Noel Baba Yılbaşı,TY-222001,2,113,199.2,35.86,4.4,448,5,24/12/2024 02:37,24/12/2024 02:37
114,Modafrato FİTİLLİ,Moda Frato Modafrato FİTİLLİ,TY-741739,2,114,140,25.2,3.7,226,3,24/12/2024 02:37,24/12/2024 02:37
115,Beyaz,lord's ayakkabı Beyaz,TY-077004,2,115,444,79.92,4.4,1676,4,24/12/2024 02:37,24/12/2024 02:37
116,Muzan Chelsea Bot 3029,Diadof Muzan Chelsea Bot 3029,TY-286917,2,116,199,35.82,3.8,684,2,24/12/2024 02:37,24/12/2024 02:37
117,(Samba OG) Cloud White,adidas (Samba OG) Cloud White,TY-611036,2,117,1739,313.02,4.3,125,1,24/12/2024 02:37,24/12/2024 02:37
118,Erkek Siyah Günlük,Modafırsat Erkek Siyah Günlük,TY-011130,2,118,169.99,30.6,4.6,499,3,24/12/2024 02:37,24/12/2024 02:37
119,3'lü Erkek Ev,ULUSEN 3'lü Erkek Ev,TY-250168,2,119,199,35.82,4.6,2282,3,24/12/2024 02:37,24/12/2024 02:37
120,Peluşlu Sade,topukludünyası Peluşlu Sade,TY-841569,2,120,197.22,35.5,4.4,38,5,24/12/2024 02:37,24/12/2024 02:37
121,Anatomik Esnek Taban,Archi Anatomik Esnek Taban,TY-072875,2,121,499,89.82,4.5,1947,5,24/12/2024 02:37,24/12/2024 02:37
122,Erkek Trekkıng Bot,LETOON Erkek Trekkıng Bot,TY-860648,2,122,549.9,98.98,4.5,4589,4,24/12/2024 02:37,24/12/2024 02:37
123,Kadın Peluş Tüylü Ev,Glenz Kadın Peluş Tüylü Ev,TY-377850,2,123,199.9,35.98,4.3,654,1,24/12/2024 02:37,24/12/2024 02:37
124,Air Sneakers Rahat,QBALVİN Air Sneakers Rahat,TY-220205,2,124,489,88.02,4.5,5042,3,24/12/2024 02:37,24/12/2024 02:37
125,Kadın Kışlık,Modafırsat Kadın Kışlık,TY-545094,2,125,89.99,16.2,4.7,46,4,24/12/2024 02:37,24/12/2024 02:37
126,3'lü Set Kışlık Ev,İlkem 3'lü Set Kışlık Ev,TY-600922,2,126,222.22,40,4.6,62,2,24/12/2024 02:37,24/12/2024 02:37
127,Unisex Spor,galya shoes Unisex Spor,TY-208549,2,127,250,45,4.1,678,4,24/12/2024 02:37,24/12/2024 02:37
128,Noel Baba Figürlü,STOCON Noel Baba Figürlü,TY-784325,2,128,278.1,50.06,4.3,156,1,24/12/2024 02:37,24/12/2024 02:37
129,KADIN TABA SÜET İÇİ,Cochines KADIN TABA SÜET İÇİ,TY-257561,2,129,479,86.22,4.7,55,2,24/12/2024 02:37,24/12/2024 02:37
130,Tommy Erkek Deri,Lufian Tommy Erkek Deri,TY-393972,2,130,1319.99,237.6,4.6,490,4,24/12/2024 02:37,24/12/2024 02:37
131,Beyaz Krem Bej Tüylü Ev,Mare Beyaz Krem Bej Tüylü Ev,TY-503069,2,131,123.8,22.28,4.3,3023,3,24/12/2024 02:37,24/12/2024 02:37
132,Hac Umre Tavaf,tevhid seda Hac Umre Tavaf,TY-454078,2,132,141.49,25.47,4.3,379,2,24/12/2024 02:37,24/12/2024 02:37
133,Kadın Kar Bot,lord's ayakkabı Kadın Kar Bot,TY-392889,2,133,523,94.14,4.4,335,1,24/12/2024 02:37,24/12/2024 02:37
134,Ithal Unisex,YILDIZ SHOES Ithal Unisex,TY-192221,2,134,325.12,58.52,4.5,957,2,24/12/2024 02:37,24/12/2024 02:37
135,Siyah Kadın Deri Çizme,BAKKA Siyah Kadın Deri Çizme,TY-995259,2,135,538,96.84,4.2,235,5,24/12/2024 02:37,24/12/2024 02:37
136,Unisex Anatomik Esnek,Archi Unisex Anatomik Esnek,TY-617229,2,136,499,89.82,4.5,4662,4,24/12/2024 02:37,24/12/2024 02:37
137,Noel Baba Yılbaşı,Slipcat Noel Baba Yılbaşı,TY-057445,2,137,199.2,35.86,4.4,448,5,24/12/2024 02:37,24/12/2024 02:37
138,Modafrato FİTİLLİ,Moda Frato Modafrato FİTİLLİ,TY-421778,2,138,140,25.2,3.7,226,5,24/12/2024 02:37,24/12/2024 02:37
139,Beyaz,lord's ayakkabı Beyaz,TY-848165,2,139,444,79.92,4.4,1676,1,24/12/2024 02:37,24/12/2024 02:37
140,Muzan Chelsea Bot 3029,Diadof Muzan Chelsea Bot 3029,TY-287042,2,140,199,35.82,3.8,684,2,24/12/2024 02:37,24/12/2024 02:37
141,(Samba OG) Cloud White,adidas (Samba OG) Cloud White,TY-774006,2,141,1739,313.02,4.3,125,5,24/12/2024 02:37,24/12/2024 02:37
142,Erkek Siyah Günlük,Modafırsat Erkek Siyah Günlük,TY-022077,2,142,169.99,30.6,4.6,499,3,24/12/2024 02:37,24/12/2024 02:37
143,3'lü Erkek Ev,ULUSEN 3'lü Erkek Ev,TY-317172,2,143,199,35.82,4.6,2282,4,24/12/2024 02:37,24/12/2024 02:37
144,Peluşlu Sade,topukludünyası Peluşlu Sade,TY-499565,2,144,197.22,35.5,4.4,38,1,24/12/2024 02:37,24/12/2024 02:37
145,Anatomik Esnek Taban,Archi Anatomik Esnek Taban,TY-411582,2,145,499,89.82,4.5,1947,3,24/12/2024 02:37,24/12/2024 02:37
146,Erkek Trekkıng Bot,LETOON Erkek Trekkıng Bot,TY-913536,2,146,549.9,98.98,4.5,4589,4,24/12/2024 02:37,24/12/2024 02:37
147,Kadın Peluş Tüylü Ev,Glenz Kadın Peluş Tüylü Ev,TY-016248,2,147,199.9,35.98,4.3,654,4,24/12/2024 02:37,24/12/2024 02:37
148,Air Sneakers Rahat,QBALVİN Air Sneakers Rahat,TY-024698,2,148,489,88.02,4.5,5042,5,24/12/2024 02:37,24/12/2024 02:37
149,Kadın Kışlık,Modafırsat Kadın Kışlık,TY-417642,2,149,89.99,16.2,4.7,46,3,24/12/2024 02:37,24/12/2024 02:37
150,3'lü Set Kışlık Ev,İlkem 3'lü Set Kışlık Ev,TY-800488,2,150,222.22,40,4.6,62,1,24/12/2024 02:37,24/12/2024 02:37
151,Unisex Spor,galya shoes Unisex Spor,TY-497754,2,151,250,45,4.1,678,2,24/12/2024 02:37,24/12/2024 02:37
152,Noel Baba Figürlü,STOCON Noel Baba Figürlü,TY-802429,2,152,278.1,50.06,4.3,156,1,24/12/2024 02:37,24/12/2024 02:37
153,KADIN TABA SÜET İÇİ,Cochines KADIN TABA SÜET İÇİ,TY-725146,2,153,479,86.22,4.7,55,3,24/12/2024 02:37,24/12/2024 02:37
154,Tommy Erkek Deri,Lufian Tommy Erkek Deri,TY-855360,2,154,1319.99,237.6,4.6,490,4,24/12/2024 02:37,24/12/2024 02:37
155,Beyaz Krem Bej Tüylü Ev,Mare Beyaz Krem Bej Tüylü Ev,TY-978768,2,155,123.8,22.28,4.3,3023,5,24/12/2024 02:37,24/12/2024 02:37
156,Hac Umre Tavaf,tevhid seda Hac Umre Tavaf,TY-318263,2,156,141.49,25.47,4.3,379,4,24/12/2024 02:37,24/12/2024 02:37
157,Kadın Kar Bot,lord's ayakkabı Kadın Kar Bot,TY-916350,2,157,523,94.14,4.4,335,5,24/12/2024 02:37,24/12/2024 02:37
158,Ithal Unisex,YILDIZ SHOES Ithal Unisex,TY-148028,2,158,325.12,58.52,4.5,957,2,24/12/2024 02:37,24/12/2024 02:37
159,Siyah Kadın Deri Çizme,BAKKA Siyah Kadın Deri Çizme,TY-146660,2,159,538,96.84,4.2,235,5,24/12/2024 02:37,24/12/2024 02:37
160,Unisex Anatomik Esnek,Archi Unisex Anatomik Esnek,TY-417781,2,160,499,89.82,4.5,4662,5,24/12/2024 02:37,24/12/2024 02:37
161,Noel Baba Yılbaşı,Slipcat Noel Baba Yılbaşı,TY-755179,2,161,199.2,35.86,4.4,448,2,24/12/2024 02:37,24/12/2024 02:37
162,Modafrato FİTİLLİ,Moda Frato Modafrato FİTİLLİ,TY-948626,2,162,140,25.2,3.7,226,5,24/12/2024 02:37,24/12/2024 02:37
163,Beyaz,lord's ayakkabı Beyaz,TY-061942,2,163,444,79.92,4.4,1676,4,24/12/2024 02:37,24/12/2024 02:37
164,Muzan Chelsea Bot 3029,Diadof Muzan Chelsea Bot 3029,TY-752368,2,164,199,35.82,3.8,684,5,24/12/2024 02:37,24/12/2024 02:37
165,(Samba OG) Cloud White,adidas (Samba OG) Cloud White,TY-960017,2,165,1739,313.02,4.3,125,1,24/12/2024 02:37,24/12/2024 02:37
166,Erkek Siyah Günlük,Modafırsat Erkek Siyah Günlük,TY-393294,2,166,169.99,30.6,4.6,499,5,24/12/2024 02:37,24/12/2024 02:37
167,3'lü Erkek Ev,ULUSEN 3'lü Erkek Ev,TY-680108,2,167,199,35.82,4.6,2282,5,24/12/2024 02:37,24/12/2024 02:37
